week,store_id,product_id,units_sold,selling_price
1,S02,P036,29,44.1
1,S02,P037,39,42.96
1,S02,P038,9,26.66
1,S02,P039,20,35.97
1,S02,P040,22,18.68
1,S02,P041,24,27.74
1,S02,P042,63,43.63
1,S02,P043,22,52.95
1,S02,P044,25,31.4
1,S02,P045,18,27.96
1,S02,P046,17,30.26
1,S02,P047,21,42.69
1,S02,P048,11,43.25
1,S02,P049,7,25.9
1,S02,P050,22,36.39
1,S03,P001,34,49.85
1,S03,P002,18,36.19
1,S03,P003,22,36.78
1,S03,P004,23,34.95
1,S03,P005,32,18.71
1,S03,P006,32,22.81
1,S03,P007,8,26.82
1,S03,P008,11,49.82
1,S03,P009,15,41.07
1,S03,P010,49,20.73
1,S03,P011,19,31.57
1,S03,P012,10,29.06
1,S03,P013,24,26.21
1,S03,P014,21,38.49
1,S03,P015,30,43.24
1,S03,P016,60,44.93
1,S03,P017,15,28.88
1,S03,P018,42,30.62
1,S03,P019,14,39.8
1,S03,P020,10,52.69
1,S03,P021,49,28.45
1,S03,P022,10,37.89
1,S03,P023,39,28.23
1,S03,P024,21,20.63
1,S03,P025,23,45.6
1,S03,P026,14,52.27
1,S03,P027,26,32.37
1,S03,P028,22,42.58
1,S03,P029,13,41.22
1,S03,P030,23,27.84
1,S03,P031,33,33.41
1,S03,P032,24,55.79
1,S03,P033,9,40.38
1,S03,P034,4,53.48
1,S03,P035,9,12.46
1,S03,P036,43,46.09
1,S03,P037,39,42.36
1,S03,P038,23,29.24
1,S03,P039,18,38.48
1,S03,P040,41,19.25
1,S03,P041,21,28.49
1,S03,P042,44,43.98
1,S03,P043,14,56.04
1,S03,P044,26,30.11
1,S03,P045,18,28.02
1,S03,P046,13,31.45
1,S03,P047,44,38.98
1,S03,P048,11,42.1
1,S03,P049,15,28.86
1,S03,P050,20,36.97
1,S04,P001,9,51.0
1,S04,P002,9,36.85
1,S04,P003,12,37.94
1,S04,P004,13,38.04
1,S04,P005,19,18.76
1,S04,P006,32,22.91
1,S04,P007,7,26.11
1,S04,P008,9,49.49
1,S04,P009,10,44.72
1,S04,P010,26,21.94
1,S04,P011,21,32.43
1,S04,P012,6,32.41
1,S04,P013,14,25.85
1,S04,P014,5,37.36
1,S04,P015,26,44.46
1,S04,P016,16,45.0
1,S04,P017,7,28.44
1,S04,P018,22,28.61
1,S04,P019,25,39.13
1,S04,P020,11,50.83
1,S04,P021,12,26.78
1,S04,P022,5,37.38
1,S04,P023,15,26.31
1,S04,P024,18,20.98
1,S04,P025,17,42.94
1,S04,P026,10,51.43
1,S04,P027,29,31.39
1,S04,P028,25,40.62
1,S04,P029,20,41.83
1,S04,P030,10,26.29
1,S04,P031,23,32.04
1,S04,P032,11,53.65
1,S04,P033,11,39.7
1,S04,P034,3,54.21
1,S04,P035,9,12.76
1,S04,P036,21,44.52
1,S04,P037,31,39.81
1,S04,P038,8,29.59
1,S04,P039,11,36.02
1,S04,P040,21,19.12
1,S04,P041,13,27.98
1,S04,P042,33,39.48
1,S04,P043,12,54.27
1,S04,P044,22,30.81
1,S04,P045,14,26.13
1,S04,P046,17,29.68
1,S04,P047,49,41.32
1,S04,P048,6,41.49
1,S04,P049,11,26.53
1,S04,P050,14,38.23
1,S05,P001,20,51.7
1,S05,P002,10,36.69
1,S05,P003,12,37.07
1,S05,P004,31,34.55
1,S05,P005,19,19.78
1,S05,P006,48,23.75
1,S05,P007,6,26.49
1,S05,P008,16,48.77
1,S05,P009,27,41.85
1,S05,P010,34,20.07
1,S05,P011,19,31.34
1,S05,P012,8,30.05
1,S05,P013,43,27.14
1,S05,P014,13,39.38
1,S05,P015,22,42.82
1,S05,P016,38,46.43
1,S05,P017,11,28.82
1,S05,P018,48,29.81
1,S05,P019,19,37.91
1,S05,P020,12,53.76
1,S05,P021,31,27.61
1,S05,P022,10,35.36
1,S05,P023,16,27.78
1,S05,P024,16,21.09
1,S05,P025,11,44.98
1,S05,P026,16,50.72
1,S05,P027,38,30.76
1,S05,P028,63,38.38
1,S05,P029,20,37.63
1,S05,P030,25,28.49
1,S05,P031,15,31.92
1,S05,P032,10,57.21
1,S05,P033,8,40.47
1,S05,P034,4,56.39
1,S05,P035,14,11.76
1,S05,P036,77,43.42
1,S05,P037,41,40.2
1,S05,P038,16,27.7
1,S05,P039,35,34.96
1,S05,P040,18,18.47
1,S05,P041,22,28.66
1,S05,P042,41,40.46
1,S05,P043,11,53.18
1,S05,P044,26,29.8
1,S05,P045,13,27.41
1,S05,P046,26,28.4
1,S05,P047,25,40.75
1,S05,P048,12,43.32
1,S05,P049,13,26.75
1,S05,P050,17,35.79
1,S06,P001,26,48.68
1,S06,P002,14,38.86
1,S06,P003,9,37.3
1,S06,P004,26,36.34
1,S06,P005,20,19.09
1,S06,P006,57,22.87
1,S06,P007,8,26.78
1,S06,P008,8,45.76
1,S06,P009,9,41.7
1,S06,P010,33,20.42
1,S06,P011,18,31.27
1,S06,P012,8,29.33
1,S06,P013,34,26.56
1,S06,P014,28,38.41
1,S06,P015,27,44.36
1,S06,P016,42,48.16
1,S06,P017,9,28.54
1,S06,P018,27,29.01
1,S06,P019,22,39.0
1,S06,P020,9,51.81
1,S06,P021,9,26.72
1,S06,P022,9,36.58
1,S06,P023,12,27.38
1,S06,P024,13,20.01
1,S06,P025,11,45.82
1,S06,P026,12,50.91
1,S06,P027,17,31.04
1,S06,P028,19,39.57
1,S06,P029,9,40.69
1,S06,P030,26,26.7
1,S06,P031,59,32.89
1,S06,P032,17,56.37
1,S06,P033,8,39.17
1,S06,P034,4,54.38
1,S06,P035,12,12.28
1,S06,P036,35,43.7
1,S06,P037,21,43.69
1,S06,P038,11,27.19
1,S06,P039,11,38.63
1,S06,P040,30,19.16
1,S06,P041,17,28.05
1,S06,P042,21,43.36
1,S06,P043,15,55.71
1,S06,P044,21,31.7
1,S06,P045,20,27.28
1,S06,P046,29,29.08
1,S06,P047,26,39.78
1,S06,P048,9,40.88
1,S06,P049,11,26.46
1,S06,P050,15,36.2
1,S07,P001,16,51.11
1,S07,P002,13,35.4
1,S07,P003,20,36.35
1,S07,P004,46,35.89
1,S07,P005,23,19.53
1,S07,P006,55,21.7
1,S07,P007,8,26.95
1,S07,P008,14,48.07
1,S07,P009,14,42.9
1,S07,P010,119,19.44
1,S07,P011,29,33.12
1,S07,P012,9,30.29
1,S07,P013,32,25.09
1,S07,P014,13,38.75
1,S07,P015,34,43.02
1,S07,P016,47,46.47
1,S07,P017,14,29.38
1,S07,P018,29,28.89
1,S07,P019,20,38.08
1,S07,P020,17,52.76
1,S07,P021,31,26.97
1,S07,P022,11,36.6
1,S07,P023,16,27.12
1,S07,P024,14,19.83
1,S07,P025,14,47.79
1,S07,P026,12,54.26
1,S07,P027,48,30.49
1,S07,P028,17,39.04
1,S07,P029,9,40.91
1,S07,P030,30,27.02
1,S07,P031,35,33.88
1,S07,P032,24,52.91
1,S07,P033,13,39.5
1,S07,P034,5,54.04
1,S07,P035,12,11.75
1,S07,P036,28,45.95
1,S07,P037,43,42.65
1,S07,P038,12,28.15
1,S07,P039,16,37.75
1,S07,P040,26,18.25
1,S07,P041,20,29.82
1,S07,P042,32,43.41
1,S07,P043,19,54.21
1,S07,P044,23,29.89
1,S07,P045,15,28.27
1,S07,P046,13,28.19
1,S07,P047,49,41.13
1,S07,P048,6,42.42
1,S07,P049,31,28.13
1,S07,P050,23,36.57
1,S08,P001,8,52.63
1,S08,P002,10,36.14
1,S08,P003,19,35.24
1,S08,P004,34,35.03
1,S08,P005,33,19.29
1,S08,P006,40,22.63
1,S08,P007,7,26.99
1,S08,P008,13,48.12
1,S08,P009,18,40.45
1,S08,P010,35,21.27
1,S08,P011,12,30.86
1,S08,P012,6,29.8
1,S08,P013,14,27.53
1,S08,P014,16,40.36
1,S08,P015,30,41.84
1,S08,P016,22,45.61
1,S08,P017,8,29.17
1,S08,P018,28,28.63
1,S08,P019,21,38.12
1,S08,P020,13,49.15
1,S08,P021,29,27.7
1,S08,P022,8,37.94
1,S08,P023,17,26.63
1,S08,P024,16,21.26
1,S08,P025,9,45.0
1,S08,P026,9,50.31
1,S08,P027,20,31.4
1,S08,P028,20,38.84
1,S08,P029,10,41.6
1,S08,P030,12,27.09
1,S08,P031,36,33.7
1,S08,P032,19,56.28
1,S08,P033,10,39.62
1,S08,P034,3,52.55
1,S08,P035,10,11.54
1,S08,P036,25,43.66
1,S08,P037,17,42.92
1,S08,P038,13,27.97
1,S08,P039,10,36.96
1,S08,P040,27,18.67
1,S08,P041,8,29.76
1,S08,P042,21,43.07
1,S08,P043,16,55.61
1,S08,P044,22,30.57
1,S08,P045,13,27.27
1,S08,P046,12,29.44
1,S08,P047,25,40.67
1,S08,P048,9,43.14
1,S08,P049,11,27.31
1,S08,P050,16,36.9
1,S09,P001,35,49.37
1,S09,P002,15,37.57
1,S09,P003,15,36.88
1,S09,P004,52,35.93
1,S09,P005,23,19.08
1,S09,P006,49,23.54
1,S09,P007,9,26.34
1,S09,P008,12,49.48
1,S09,P009,16,42.55
1,S09,P010,64,20.68
1,S09,P011,27,32.27
1,S09,P012,6,29.83
1,S09,P013,44,28.04
1,S09,P014,20,38.97
1,S09,P015,31,42.61
1,S09,P016,47,45.93
1,S09,P017,15,29.23
1,S09,P018,37,29.68
1,S09,P019,20,39.87
1,S09,P020,17,53.78
1,S09,P021,21,27.25
1,S09,P022,9,36.23
1,S09,P023,17,26.68
1,S09,P024,16,20.42
1,S09,P025,17,47.88
1,S09,P026,12,54.67
1,S09,P027,37,31.23
1,S09,P028,24,40.74
1,S09,P029,11,40.07
1,S09,P030,27,28.1
1,S09,P031,36,34.88
1,S09,P032,24,57.09
1,S09,P033,9,40.2
1,S09,P034,8,55.68
1,S09,P035,19,12.29
1,S09,P036,20,45.56
1,S09,P037,38,40.63
1,S09,P038,14,28.06
1,S09,P039,19,38.12
1,S09,P040,44,17.92
1,S09,P041,22,28.7
1,S09,P042,50,41.05
1,S09,P043,12,56.56
1,S09,P044,33,29.51
1,S09,P045,19,27.39
1,S09,P046,21,28.57
1,S09,P047,35,42.34
1,S09,P048,19,40.94
1,S09,P049,13,27.09
1,S09,P050,20,35.1
1,S10,P001,11,49.94
1,S10,P002,12,37.21
1,S10,P003,18,36.89
1,S10,P004,28,35.52
1,S10,P005,25,19.23
1,S10,P006,46,22.54
1,S10,P007,12,26.26
1,S10,P008,8,48.48
1,S10,P009,16,43.39
1,S10,P010,52,20.88
1,S10,P011,18,32.39
1,S10,P012,10,30.21
1,S10,P013,25,26.46
1,S10,P014,18,37.88
1,S10,P015,16,41.24
1,S10,P016,21,45.04
1,S10,P017,6,30.73
1,S10,P018,54,29.26
1,S10,P019,14,37.88
1,S10,P020,11,53.1
1,S10,P021,21,27.34
1,S10,P022,7,38.42
1,S10,P023,27,26.88
1,S10,P024,21,20.81
1,S10,P025,10,44.89
1,S10,P026,20,50.53
1,S10,P027,16,29.46
1,S10,P028,10,41.36
1,S10,P029,11,40.95
1,S10,P030,16,27.77
1,S10,P031,27,33.0
1,S10,P032,17,52.95
1,S10,P033,5,40.0
1,S10,P034,6,55.46
1,S10,P035,11,11.71
1,S10,P036,30,46.35
1,S10,P037,23,42.64
1,S10,P038,17,27.68
1,S10,P039,10,37.31
1,S10,P040,18,19.04
1,S10,P041,21,27.52
1,S10,P042,37,40.72
1,S10,P043,14,53.26
1,S10,P044,26,28.38
1,S10,P045,14,28.0
1,S10,P046,13,27.44
1,S10,P047,38,40.82
1,S10,P048,7,44.19
1,S10,P049,12,26.47
1,S10,P050,22,35.77
2,S01,P001,10,51.06
2,S01,P002,6,36.98
2,S01,P003,22,37.71
2,S01,P004,55,32.5
2,S01,P005,20,18.61
2,S01,P006,39,23.37
2,S01,P007,8,26.43
2,S01,P008,10,49.52
2,S01,P009,15,43.48
2,S01,P010,39,20.84
2,S01,P011,16,31.41
2,S01,P012,7,32.23
2,S01,P013,34,27.51
2,S01,P014,24,38.89
2,S01,P015,24,42.68
2,S01,P016,26,45.55
2,S01,P017,7,30.4
2,S01,P018,33,29.24
2,S01,P019,26,37.95
2,S01,P020,10,54.6
2,S01,P021,34,27.82
2,S01,P022,9,39.88
2,S01,P023,10,27.33
2,S01,P024,13,20.44
2,S01,P025,9,47.49
2,S01,P026,11,51.75
2,S01,P027,30,31.03
2,S01,P028,18,39.26
2,S01,P029,7,41.3
2,S01,P030,18,27.01
2,S01,P031,24,32.29
2,S01,P032,15,53.39
2,S01,P033,2,39.38
2,S01,P034,3,51.38
2,S01,P035,13,11.91
2,S01,P036,32,46.96
2,S01,P037,28,40.0
2,S01,P038,11,28.23
2,S01,P039,11,36.93
2,S01,P040,22,18.51
2,S01,P041,16,30.26
2,S01,P042,30,40.01
2,S01,P043,10,56.15
2,S01,P044,16,29.57
2,S01,P045,11,26.69
2,S01,P046,7,28.21
2,S01,P047,31,41.31
2,S01,P048,5,42.89
2,S01,P049,9,26.46
2,S01,P050,19,36.62
2,S02,P001,18,50.45
2,S02,P002,12,34.76
2,S02,P003,21,36.07
2,S02,P004,26,36.23
2,S02,P005,50,18.27
2,S02,P006,33,22.23
2,S02,P007,5,26.05
2,S02,P008,26,47.38
2,S02,P009,14,43.1
2,S02,P010,36,20.23
2,S02,P011,25,31.33
2,S02,P012,10,30.09
2,S02,P013,27,26.81
2,S02,P014,25,39.75
2,S02,P015,38,42.25
2,S02,P016,65,47.37
2,S02,P017,20,29.5
2,S02,P018,45,29.6
2,S02,P019,18,41.08
2,S02,P020,14,52.05
2,S02,P021,24,26.48
2,S02,P022,11,37.71
2,S02,P023,26,26.68
2,S02,P024,15,20.42
2,S02,P025,10,48.32
2,S02,P026,12,49.41
2,S02,P027,29,31.19
2,S02,P028,18,39.66
2,S02,P029,15,40.13
2,S02,P030,36,28.03
2,S02,P031,38,33.04
2,S02,P032,17,53.82
2,S02,P033,11,38.11
2,S02,P034,2,54.37
2,S02,P035,11,12.6
2,S02,P036,32,44.39
2,S02,P037,45,43.93
2,S02,P038,13,29.09
2,S02,P039,16,39.19
2,S02,P040,27,18.91
2,S02,P041,16,29.84
2,S02,P042,38,40.82
2,S02,P043,15,53.79
2,S02,P044,28,30.69
2,S02,P045,21,27.36
2,S02,P046,19,29.05
2,S02,P047,43,37.37
2,S02,P048,8,42.58
2,S02,P049,19,25.77
2,S02,P050,18,37.04
2,S03,P001,18,50.42
2,S03,P002,16,36.28
2,S03,P003,37,39.51
2,S03,P004,28,36.38
2,S03,P005,27,19.75
2,S03,P006,55,24.5
2,S03,P007,7,27.03
2,S03,P008,15,47.31
2,S03,P009,7,41.99
2,S03,P010,34,21.53
2,S03,P011,30,29.74
2,S03,P012,10,30.06
2,S03,P013,37,24.59
2,S03,P014,23,38.43
2,S03,P015,29,43.67
2,S03,P016,54,45.21
2,S03,P017,11,30.49
2,S03,P018,30,30.58
2,S03,P019,15,38.66
2,S03,P020,13,56.2
2,S03,P021,24,27.8
2,S03,P022,12,38.68
2,S03,P023,14,26.68
2,S03,P024,22,21.59
2,S03,P025,9,47.03
2,S03,P026,31,53.55
2,S03,P027,29,30.96
2,S03,P028,56,39.2
2,S03,P029,15,41.06
2,S03,P030,22,26.02
2,S03,P031,32,32.4
2,S03,P032,18,54.5
2,S03,P033,9,41.64
2,S03,P034,5,54.37
2,S03,P035,15,12.04
2,S03,P036,25,45.53
2,S03,P037,29,39.88
2,S03,P038,16,28.15
2,S03,P039,23,37.76
2,S03,P040,25,18.2
2,S03,P041,24,27.8
2,S03,P042,24,41.48
2,S03,P043,18,55.0
2,S03,P044,19,29.59
2,S03,P045,16,26.27
2,S03,P046,19,29.43
2,S03,P047,37,41.05
2,S03,P048,10,43.3
2,S03,P049,13,26.26
2,S03,P050,17,37.15
2,S04,P001,11,50.42
2,S04,P002,9,35.66
2,S04,P003,12,37.75
2,S04,P004,18,35.65
2,S04,P005,15,19.07
2,S04,P006,43,21.9
2,S04,P007,5,25.8
2,S04,P008,8,51.36
2,S04,P009,25,41.19
2,S04,P010,13,20.76
2,S04,P011,18,31.68
2,S04,P012,3,30.42
2,S04,P013,14,25.12
2,S04,P014,17,38.52
2,S04,P015,16,40.43
2,S04,P016,15,44.96
2,S04,P017,10,29.08
2,S04,P018,27,28.13
2,S04,P019,15,39.8
2,S04,P020,8,51.46
2,S04,P021,8,28.01
2,S04,P022,6,38.18
2,S04,P023,9,28.22
2,S04,P024,15,19.84
2,S04,P025,16,46.86
2,S04,P026,11,51.32
2,S04,P027,22,30.56
2,S04,P028,16,39.33
2,S04,P029,6,41.24
2,S04,P030,17,26.66
2,S04,P031,34,33.24
2,S04,P032,18,57.32
2,S04,P033,8,40.01
2,S04,P034,3,56.11
2,S04,P035,10,11.73
2,S04,P036,45,46.66
2,S04,P037,18,40.12
2,S04,P038,4,27.88
2,S04,P039,8,39.61
2,S04,P040,31,18.4
2,S04,P041,15,29.79
2,S04,P042,47,43.37
2,S04,P043,14,56.66
2,S04,P044,19,28.86
2,S04,P045,9,27.55
2,S04,P046,19,29.04
2,S04,P047,31,41.72
2,S04,P048,6,41.0
2,S04,P049,19,27.0
2,S04,P050,14,36.75
2,S05,P001,20,47.68
2,S05,P002,7,36.0
2,S05,P003,54,34.6
2,S05,P004,68,34.51
2,S05,P005,25,19.46
2,S05,P006,34,23.11
2,S05,P007,9,26.52
2,S05,P008,4,46.92
2,S05,P009,10,44.59
2,S05,P010,59,20.91
2,S05,P011,24,31.73
2,S05,P012,4,30.98
2,S05,P013,26,25.52
2,S05,P014,10,38.58
2,S05,P015,23,43.12
2,S05,P016,41,44.1
2,S05,P017,14,30.24
2,S05,P018,50,29.29
2,S05,P019,16,38.71
2,S05,P020,13,51.62
2,S05,P021,15,28.05
2,S05,P022,14,38.5
2,S05,P023,23,27.23
2,S05,P024,10,21.28
2,S05,P025,13,46.5
2,S05,P026,12,48.54
2,S05,P027,33,29.61
2,S05,P028,16,42.17
2,S05,P029,11,40.2
2,S05,P030,19,27.56
2,S05,P031,25,33.85
2,S05,P032,14,54.18
2,S05,P033,11,38.91
2,S05,P034,7,52.46
2,S05,P035,9,12.12
2,S05,P036,56,46.42
2,S05,P037,28,40.83
2,S05,P038,9,27.3
2,S05,P039,12,40.61
2,S05,P040,31,18.69
2,S05,P041,14,28.24
2,S05,P042,32,42.98
2,S05,P043,12,54.81
2,S05,P044,28,29.02
2,S05,P045,16,27.51
2,S05,P046,16,28.43
2,S05,P047,37,42.31
2,S05,P048,8,43.78
2,S05,P049,15,26.49
2,S05,P050,16,36.62
2,S06,P001,20,52.08
2,S06,P002,13,37.19
2,S06,P003,20,38.94
2,S06,P004,86,36.48
2,S06,P005,23,19.42
2,S06,P006,52,22.33
2,S06,P007,6,26.27
2,S06,P008,7,49.13
2,S06,P009,14,42.08
2,S06,P010,35,21.73
2,S06,P011,16,30.77
2,S06,P012,5,29.55
2,S06,P013,27,25.86
2,S06,P014,24,39.18
2,S06,P015,17,41.55
2,S06,P016,34,42.41
2,S06,P017,10,30.63
2,S06,P018,45,28.49
2,S06,P019,14,37.59
2,S06,P020,10,50.66
2,S06,P021,16,29.04
2,S06,P022,8,36.87
2,S06,P023,10,27.08
2,S06,P024,12,20.31
2,S06,P025,8,43.91
2,S06,P026,11,50.15
2,S06,P027,24,29.7
2,S06,P028,21,41.9
2,S06,P029,15,40.62
2,S06,P030,22,29.46
2,S06,P031,25,32.03
2,S06,P032,26,52.79
2,S06,P033,5,40.66
2,S06,P034,5,55.57
2,S06,P035,9,12.13
2,S06,P036,19,44.1
2,S06,P037,22,43.73
2,S06,P038,6,28.02
2,S06,P039,14,37.15
2,S06,P040,52,19.38
2,S06,P041,12,28.81
2,S06,P042,20,40.62
2,S06,P043,18,54.96
2,S06,P044,20,29.3
2,S06,P045,15,24.67
2,S06,P046,19,28.41
2,S06,P047,30,39.76
2,S06,P048,6,41.64
2,S06,P049,18,27.17
2,S06,P050,38,35.65
2,S07,P001,27,51.44
2,S07,P002,13,35.61
2,S07,P003,32,37.61
2,S07,P004,61,33.93
2,S07,P005,21,17.8
2,S07,P006,58,23.83
2,S07,P007,14,25.71
2,S07,P008,11,50.98
2,S07,P009,16,43.87
2,S07,P010,87,21.42
2,S07,P011,20,32.69
2,S07,P012,11,30.23
2,S07,P013,46,26.4
2,S07,P014,18,39.79
2,S07,P015,27,42.72
2,S07,P016,45,43.85
2,S07,P017,8,30.18
2,S07,P018,29,27.05
2,S07,P019,15,40.37
2,S07,P020,11,53.91
2,S07,P021,29,28.61
2,S07,P022,9,38.92
2,S07,P023,21,27.11
2,S07,P024,14,20.52
2,S07,P025,26,43.92
2,S07,P026,12,53.98
2,S07,P027,25,30.46
2,S07,P028,20,41.15
2,S07,P029,21,40.81
2,S07,P030,33,26.32
2,S07,P031,30,31.02
2,S07,P032,20,54.2
2,S07,P033,6,38.34
2,S07,P034,6,53.72
2,S07,P035,14,12.37
2,S07,P036,58,45.93
2,S07,P037,30,42.5
2,S07,P038,11,28.46
2,S07,P039,21,37.28
2,S07,P040,22,18.18
2,S07,P041,21,29.06
2,S07,P042,19,42.2
2,S07,P043,9,56.4
2,S07,P044,34,29.86
2,S07,P045,12,26.88
2,S07,P046,32,28.98
2,S07,P047,35,39.29
2,S07,P048,9,45.01
2,S07,P049,13,27.62
2,S07,P050,28,35.17
2,S08,P001,10,51.93
2,S08,P002,12,34.93
2,S08,P003,14,37.69
2,S08,P004,15,34.54
2,S08,P005,16,19.35
2,S08,P006,20,21.65
2,S08,P007,4,25.44
2,S08,P008,8,49.11
2,S08,P009,15,42.23
2,S08,P010,55,20.39
2,S08,P011,22,33.03
2,S08,P012,6,32.13
2,S08,P013,36,27.04
2,S08,P014,22,37.06
2,S08,P015,17,44.83
2,S08,P016,44,42.73
2,S08,P017,7,29.39
2,S08,P018,33,28.93
2,S08,P019,18,41.07
2,S08,P020,9,53.25
2,S08,P021,11,27.24
2,S08,P022,6,36.54
2,S08,P023,13,28.0
2,S08,P024,25,20.26
2,S08,P025,26,45.9
2,S08,P026,3,49.18
2,S08,P027,38,31.44
2,S08,P028,28,41.33
2,S08,P029,17,38.99
2,S08,P030,18,28.27
2,S08,P031,16,33.27
2,S08,P032,12,55.39
2,S08,P033,6,38.43
2,S08,P034,4,54.15
2,S08,P035,8,12.01
2,S08,P036,33,45.42
2,S08,P037,20,41.76
2,S08,P038,11,29.14
2,S08,P039,9,38.85
2,S08,P040,57,18.08
2,S08,P041,12,29.68
2,S08,P042,28,43.59
2,S08,P043,5,54.64
2,S08,P044,15,30.46
2,S08,P045,15,27.52
2,S08,P046,9,28.44
2,S08,P047,16,39.94
2,S08,P048,5,44.11
2,S08,P049,31,26.31
2,S08,P050,11,37.57
2,S09,P001,39,52.7
2,S09,P002,17,38.25
2,S09,P003,22,38.78
2,S09,P004,40,35.18
2,S09,P005,23,19.24
2,S09,P006,60,23.2
2,S09,P007,13,26.34
2,S09,P008,13,49.22
2,S09,P009,19,40.93
2,S09,P010,19,21.05
2,S09,P011,31,30.39
2,S09,P012,6,29.26
2,S09,P013,28,26.88
2,S09,P014,40,38.09
2,S09,P015,22,43.47
2,S09,P016,94,44.53
2,S09,P017,12,30.64
2,S09,P018,67,28.67
2,S09,P019,27,36.55
2,S09,P020,6,52.18
2,S09,P021,29,25.82
2,S09,P022,11,35.97
2,S09,P023,20,26.46
2,S09,P024,18,19.97
2,S09,P025,24,44.85
2,S09,P026,21,49.69
2,S09,P027,28,29.61
2,S09,P028,18,42.61
2,S09,P029,16,39.68
2,S09,P030,26,25.58
2,S09,P031,33,32.38
2,S09,P032,36,52.36
2,S09,P033,16,37.84
2,S09,P034,6,55.01
2,S09,P035,19,11.83
2,S09,P036,54,44.04
2,S09,P037,32,42.11
2,S09,P038,14,29.05
2,S09,P039,55,38.25
2,S09,P040,24,17.36
2,S09,P041,23,27.87
2,S09,P042,73,42.15
2,S09,P043,18,54.49
2,S09,P044,24,29.71
2,S09,P045,16,26.32
2,S09,P046,20,27.95
2,S09,P047,50,42.83
2,S09,P048,10,43.18
2,S09,P049,10,27.22
2,S09,P050,26,36.51
2,S10,P001,23,50.78
2,S10,P002,13,36.91
2,S10,P003,15,35.38
2,S10,P004,57,33.68
2,S10,P005,28,19.36
2,S10,P006,19,23.11
2,S10,P007,11,27.13
2,S10,P008,10,49.5
2,S10,P009,15,42.09
2,S10,P010,5,21.63
2,S10,P011,11,32.43
2,S10,P012,6,30.75
2,S10,P013,22,28.07
2,S10,P014,24,40.67
2,S10,P015,29,43.46
2,S10,P016,59,45.59
2,S10,P017,18,30.62
2,S10,P018,35,28.37
2,S10,P019,22,38.17
2,S10,P020,12,52.88
2,S10,P021,43,26.91
2,S10,P022,9,38.28
2,S10,P023,23,27.31
2,S10,P024,33,20.06
2,S10,P025,23,45.64
2,S10,P026,17,53.3
2,S10,P027,39,30.99
2,S10,P028,11,40.84
2,S10,P029,11,40.9
2,S10,P030,30,27.8
2,S10,P031,35,32.41
2,S10,P032,17,54.76
2,S10,P033,6,37.65
2,S10,P034,5,52.57
2,S10,P035,13,11.75
2,S10,P036,40,46.26
2,S10,P037,27,41.75
2,S10,P038,13,27.97
2,S10,P039,9,38.42
2,S10,P040,14,18.95
2,S10,P041,20,28.58
2,S10,P042,11,40.78
2,S10,P043,14,53.54
2,S10,P044,27,28.68
2,S10,P045,15,27.23
2,S10,P046,3,28.43
2,S10,P047,74,39.8
